"action","marca","modelo","tipo_documento","source","destination","bytes","status","observacao"
"copy","VALTRA","A84s","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/A84s/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A84s\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A84s","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/A84s/FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A84s\07_ficha_tecnica_folheto\FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","2775219","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A84s","manual_manutencao","TRATORES AGRICOLAS VALTRA 2/A84s/MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A84s\04_manual_manutencao\MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","1217771","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A84s","manual_operador","TRATORES AGRICOLAS VALTRA 2/A84s/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A84s\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A84s","manual_servico_oficina","TRATORES AGRICOLAS VALTRA 2/A84s/MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A84s\02_manual_servico_oficina\MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","1761545","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A850F","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/A850F/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A850F\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A850F","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/A850F/ESPECIFICAÇÕES DO TRATOR VALTRA A850F.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A850F\07_ficha_tecnica_folheto\ESPECIFICAÇÕES DO TRATOR VALTRA A850F.pdf","273169","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A850F","manual_operador","TRATORES AGRICOLAS VALTRA 2/A850F/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A850F\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A93F","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/A93F/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A93F\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A93F","manual_operador","TRATORES AGRICOLAS VALTRA 2/A93F/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A93F\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A93F","manual_operador","TRATORES AGRICOLAS VALTRA 2/A93F/MANUAL DO OPERADOR TRATOR VALTRA A3F.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A93F\01_manual_operador\MANUAL DO OPERADOR TRATOR VALTRA A3F.pdf","688087","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A93F","manual_operador","TRATORES AGRICOLAS VALTRA 2/A93F/MANUAL DO OPERADOR TRATOR VALTRA SERIE A3F EM ESPANHOL.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A93F\01_manual_operador\MANUAL DO OPERADOR TRATOR VALTRA SERIE A3F EM ESPANHOL.pdf","5533757","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/A94/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/A94/FOLHETO DOS TRATORES AGRICOLAS A94 E A104.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\07_ficha_tecnica_folheto\FOLHETO DOS TRATORES AGRICOLAS A94 E A104.pdf","1445622","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/A94/FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\07_ficha_tecnica_folheto\FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","2775219","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","manual_complementar","TRATORES AGRICOLAS VALTRA 2/A94/MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\08_manual_complementar\MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","56623982","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","manual_manutencao","TRATORES AGRICOLAS VALTRA 2/A94/MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4 E BH G2.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\04_manual_manutencao\MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4 E BH G2.pdf","4584440","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94","manual_operador","TRATORES AGRICOLAS VALTRA 2/A94/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94S","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/A94S/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94S\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94S","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/A94S/FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94S\07_ficha_tecnica_folheto\FOLHETO SOBRE POTÊNCIA E VERSATILIDADE TRATORES VALTRA SÉRIE A4 E A4S.pdf","2775219","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94S","manual_manutencao","TRATORES AGRICOLAS VALTRA 2/A94S/MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94S\04_manual_manutencao\MANUTENÇÃO PERIÓDICA TRATORES VALTRA A4S.pdf","1217771","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94S","manual_operador","TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94S\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","A94S","manual_servico_oficina","TRATORES AGRICOLAS VALTRA 2/A94S/MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\A94S\02_manual_servico_oficina\MANUAL DE SERVIÇO DOS TRATORES VALTRA SERIE A4S - A74S A84S A94S.pdf","1761545","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M165","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/M165/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M165\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M165","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/M165/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M165\07_ficha_tecnica_folheto\FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M165","manual_complementar","TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M165\08_manual_complementar\MANUAL COM INSTRUÇÕES PARA TRATORES VALTRA.pdf","56623982","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M165","manual_operador","TRATORES AGRICOLAS VALTRA 2/M165/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M165\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M185","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/M185/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M185\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M185","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/M185/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M185\07_ficha_tecnica_folheto\FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M185","manual_operador","TRATORES AGRICOLAS VALTRA 2/M185/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M185\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M205","catalogo_pecas","TRATORES AGRICOLAS VALTRA 2/M205/CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M205\03_catalogo_pecas\CATALOGO DE PEÇAS DOS TRATORES VALTRA-VALMET.pdf","5137991","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M205","ficha_tecnica_folheto","TRATORES AGRICOLAS VALTRA 2/M205/FOLHETO DOS TRATORES AGRICOLAS M5.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M205\07_ficha_tecnica_folheto\FOLHETO DOS TRATORES AGRICOLAS M5.pdf","2259480","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
"copy","VALTRA","M205","manual_operador","TRATORES AGRICOLAS VALTRA 2/M205/MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","E:\MANUAIS_APPMAQ\Trator Agricola\VALTRA\M205\01_manual_operador\MANUAL COM INSTRUÇÕES SOBRE OPERAÇÃO, MANUTENÇÃO E SEGURANÇA PARA TRATORES VALTRA.pdf","36212149","copy","Documento estava dentro da pasta do modelo no ZIP do usuario."
